Gen	t_n31	t_n32	t_n33	t_n34	t_n35	t_n36	t_n37	t_n38	t_n39	t_n40	t_n41	t_n42	t_n43	t_n44	t_n45	t_n46	t_n47	t_n48	t_n49	t_n50	t_n51	t_n52	t_n53	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	mu	sigma2
300	37.4308226	27.1925492	24.7575444	18.4635271	13.8650676	12.9716517	16.1375359	36.0452823	21.3428122	18.1043767	11.0171093	7.5981474	35.7391719	32.2729527	23.9165224	23.6658487	10.7698858	8.0127219	16.5231498	15.1326153	30.6351218	24.3011500	23.2482906	19.4009446	16.8280676	7.0656740	14.4904548	10.2341187	22.9463875	0.0300636	0.0289231
305	40.7397088	29.7313119	23.0001861	21.7893373	13.4924281	13.4896172	20.1030792	33.6565858	22.3143785	11.4681715	13.3619595	6.9679193	30.2445605	28.8402238	28.6853834	20.5355098	11.1814803	7.9356016	18.0375555	15.1326153	27.0785206	24.1168981	23.9697311	15.9026508	18.6468933	5.8238300	17.5015843	11.3308888	22.9463875	0.0300636	0.0289231
310	34.0114175	28.2653915	20.1738590	18.8723220	13.4924281	13.8499036	20.1030792	31.6183923	21.0740852	19.4785065	13.8584743	10.0771934	30.4813966	29.6063367	25.3632979	23.0405579	10.5828342	8.8679432	15.0714860	17.0635158	28.2677349	28.0353671	26.6684695	15.9026508	19.2914090	7.4709281	18.6349887	16.9505512	24.2218358	0.0300636	0.0208898
315	45.8419718	26.6950987	19.6666182	19.6632404	13.1921045	17.2856644	18.3712223	36.0231338	20.5141334	15.7181795	14.7177415	8.0874045	30.8353860	30.5816881	24.3556691	21.3290114	9.1470034	8.6243035	21.1876754	14.5881758	27.6655526	25.3216188	23.4946055	11.6196487	16.4984567	7.3658933	16.1818341	13.5605782	19.6357664	0.0317325	0.0314677
320	39.5747855	25.9407201	23.9732598	20.3995655	12.3790138	18.8470425	21.1054214	35.9468025	18.3647024	15.7181795	12.0214743	8.0874045	32.3963437	32.3700114	27.9747750	21.3673493	9.1470034	8.6243035	15.0896659	16.7234202	29.3262124	29.2942174	27.5865436	17.6948749	13.6049548	9.4088831	12.3902572	11.5232683	28.9971785	0.0317325	0.0165532
325	39.5747855	23.8949385	23.6788143	22.9714624	16.1000912	17.0599922	13.4651601	34.7597207	17.1056219	12.1050618	12.9432285	11.4627130	33.7169295	33.2774819	26.9715780	20.5718487	11.8068800	8.6243035	20.3973286	18.7201541	29.5203143	28.8704250	24.7148560	14.5525282	19.6058312	9.4088831	16.9087869	11.8643592	17.3133341	0.0285181	0.0258398
330	43.4305293	28.0331799	24.3566534	23.3187021	12.9889089	16.6601884	18.7766780	38.0708518	20.3015913	13.6942767	11.8565483	7.8756805	36.1507222	34.2907337	21.5100722	20.5277242	11.2266689	11.0413515	16.3860613	15.2897574	30.3018855	28.7795048	28.1647992	18.5069739	19.6058312	9.4088831	14.6487129	10.3844894	25.2805351	0.0285181	0.0258398
335	38.7140781	29.1550933	26.6661859	22.0428518	10.9839923	16.2087946	17.7805565	34.7999164	20.3015913	15.8501664	11.7984609	7.8756805	32.8090859	25.9190141	23.5715149	22.1129183	10.4338499	8.7285883	15.7353886	17.8726609	25.6473599	24.5340762	23.0011180	18.6437850	19.2648271	9.0085098	13.6165208	11.4781221	25.2805351	0.0268567	0.0260813
340	39.8452993	31.0728853	28.3231798	22.7082685	14.6265539	20.7041235	17.7805565	29.5349865	20.3526127	11.6912535	11.2833482	9.2436036	29.0110533	28.0562183	22.0494221	19.4602164	10.4338499	7.8636810	17.5592718	18.1051556	27.9022816	27.1519316	26.3078501	15.3902220	18.4685192	9.0085098	11.5217352	11.4781221	25.6540108	0.0253022	0.0486828
345	38.2905755	28.6627799	22.9805960	16.5732053	11.0392203	15.8320493	22.9534443	34.8987175	19.3716823	17.0363918	15.9180294	9.2436036	34.0122369	31.8434839	25.2646416	23.0642133	11.5258226	9.3878541	20.9200123	18.1051556	29.7309456	28.4431469	19.7970363	16.2255375	21.5304919	5.8081825	14.2376470	11.4781221	25.6540108	0.0237650	0.0373550
350	39.4886424	23.7264237	23.2301885	20.7813034	13.5733059	16.1417305	22.9534443	37.1985075	17.8970646	11.0948434	15.9525370	9.8347762	34.8458018	31.2583717	26.2520946	23.6085470	11.5258226	8.2535197	20.9200123	20.7156067	29.0500430	26.8762246	19.7984472	15.4172103	15.4184624	6.1614058	15.1634991	12.7294799	24.6416830	0.0237650	0.0277047
355	39.4886424	32.1801937	23.3299523	22.6919629	16.4572187	17.6574284	17.7111586	34.1306363	19.1748360	15.6843165	12.5611695	9.4709806	32.2244944	29.9119238	22.4323326	21.6028161	12.8418099	8.6083688	20.9200123	19.8560134	27.8707400	27.2194719	23.6684306	15.4172103	17.1650133	6.7548569	13.8051446	12.8494163	24.6416830	0.0227998	0.0277047
360	43.2704842	30.9494917	20.7369352	19.2302623	11.6696515	17.6574284	19.0104245	36.8737788	18.2363591	11.6910958	13.0190025	9.4709806	33.9711122	28.6186050	25.0351007	20.7383457	10.6818439	8.6083688	18.1556422	12.4098959	28.4473784	25.0934765	21.8391249	15.4172103	23.2336402	6.9528286	17.5538039	13.0256084	27.0222193	0.0227998	0.0423081
365	42.4433975	19.8945323	19.5295914	17.8340974	12.9635631	17.6574284	19.0104245	36.1597155	17.6869521	16.3203738	9.5868239	7.4453682	32.2552081	29.1468900	20.0058617	18.9794400	12.7555094	7.6647938	18.1556422	17.8246300	28.9918414	28.3560082	24.6160917	15.1089718	16.4670041	10.1006921	16.4150737	14.2689304	27.0222193	0.0239341	0.0568606
370	35.4332759	27.5902325	24.6140758	18.3051813	12.9635631	17.9584329	20.1115164	35.3733757	17.6869521	14.3472826	10.1373063	7.9210227	29.9434408	29.2963874	22.4730943	19.4379221	10.0007082	9.1801657	12.3280737	19.8195900	27.5898945	24.4524049	21.6442130	10.8677532	16.4614115	10.4275176	15.0478402	14.2689304	23.0746206	0.0239341	0.0314064
375	39.3629436	30.3341017	25.1509256	22.9369944	15.1956744	13.6966888	16.1228230	31.8544454	21.3023577	14.2508564	12.9042713	9.3851751	28.1969226	27.4225168	23.7568722	19.8936813	11.5039897	7.6508587	18.0965526	21.3807661	27.2356388	26.2403830	25.1580799	18.8497678	19.5472496	7.0533735	16.9088969	13.3885618	22.5518476	0.0239341	0.0233254
380	41.8356126	27.0323075	26.3430312	22.5176032	15.2855786	17.9472108	22.7052049	39.7632028	17.3197276	13.1730453	15.5180832	9.6053284	35.4890390	31.3457931	24.5304181	23.7908767	11.8313623	10.1617792	18.0965526	16.0161987	28.4356167	25.9908192	23.9968009	16.7204660	22.6979990	5.4288361	15.4709516	11.5011974	20.0663829	0.0239341	0.0231156
385	39.3486866	29.0272282	21.1877786	19.9421367	15.2855786	8.8673534	18.0685419	34.9135249	19.7507492	14.5638416	11.1108907	9.6175465	31.3349295	30.7495183	25.7344050	21.4461555	12.7446052	9.5495471	18.0965526	16.0161987	30.5574622	26.3559284	24.5155292	16.7204660	20.8181686	8.4165685	11.9753380	10.9159342	30.3220983	0.0239341	0.0302261
390	37.7984346	23.4739417	20.9748434	17.5419387	13.3099693	12.4361879	18.0685419	34.8444643	23.4709145	16.2905321	12.8509450	9.6175465	34.4150007	33.8498351	21.5014259	18.5593379	11.9297905	9.2428078	14.7890809	14.0326494	33.6084001	24.6343653	24.5155292	13.8218907	22.5989578	5.9628842	17.0923961	10.9159342	28.6734026	0.0236313	0.0203273
395	43.0025750	26.3370423	18.4986635	16.0175416	13.0801012	12.8812717	18.0685419	36.0519539	20.2283939	19.6354774	10.2982240	8.8450677	34.2078646	32.9004902	23.2810758	19.2502977	8.3923656	7.1887108	15.9756038	19.5610719	31.8749707	26.8421269	21.8557863	16.4873707	20.0423295	6.9012593	16.1727592	14.4357425	19.5625021	0.0250575	0.0263763
400	43.0025750	28.6604376	20.0748374	18.9308055	9.2853405	17.7212230	18.0685419	39.6504970	19.2968451	18.6343029	12.8283400	8.8450677	35.7928184	32.6297895	25.4509533	24.5473498	9.8904377	7.5857861	18.2105994	19.9740573	31.5669664	31.3202061	21.7309864	16.4873707	16.9977319	7.4180016	15.8648879	11.1524314	21.0552963	0.0250575	0.0263763
405	39.0104864	26.2255659	23.1804266	21.6892475	13.2306629	20.4752826	16.6990806	33.8943203	22.7692141	11.1967874	13.0697312	8.1244786	31.5164327	31.2557940	25.7170515	17.7674991	9.8904377	7.2855548	17.1266464	11.1404181	31.1016692	29.8512200	21.8196505	13.9190782	20.2117744	7.4180016	16.4971671	10.8056311	28.6557272	0.0262141	0.0263763
410	39.0104864	25.6618306	21.6422993	20.1809167	17.2997248	14.2159968	16.6990806	37.6258387	21.6451411	15.7677554	13.6843580	7.0669761	32.2492814	30.8738750	23.4730780	20.2134127	8.9740723	7.2855548	17.0824295	17.3315634	29.4194131	29.1927626	21.2319726	13.7334405	18.3429981	7.4180016	13.6302739	13.6049784	18.5158947	0.0262141	0.0213418
415	42.3683593	22.7134841	21.5586465	21.0713921	10.8239243	20.1503218	21.0820035	39.2138201	17.1934283	13.2478727	12.0835300	9.5765371	32.9759851	29.6126889	27.2423915	18.1480780	8.9740723	6.2868489	16.3406496	9.3623398	29.2130525	23.7834286	21.2319726	17.5381674	17.5006561	7.4180016	13.9908334	12.3528656	19.4450775	0.0262141	0.0213418
420	39.4829742	26.5781999	23.7025182	23.4262452	16.3212417	13.4210079	21.9744187	36.0053451	21.7690106	13.2478727	10.7047174	7.8121509	34.2497136	34.1140566	27.3712060	21.3922031	12.5173093	8.4427920	18.4769276	15.2404979	33.3910816	25.7817860	21.8908210	14.5594641	18.8608373	7.4180016	17.2146165	14.2514515	19.4450775	0.0270103	0.0213418
425	46.4114318	24.2935208	22.4271939	19.2097029	16.3212417	16.5660651	21.2569777	43.6136109	21.9769424	14.5565936	13.8578773	10.7929005	31.4330249	30.3790953	28.2392785	21.8286569	11.9625850	8.5627500	21.4656404	17.6991203	30.2608289	28.9177227	26.9747244	17.5996439	23.5963848	7.4180016	16.4978456	11.6548849	25.1253677	0.0270103	0.0251097
430	47.7771695	31.4137344	21.3944031	20.2757369	11.9940563	16.5660651	21.2569777	34.3237754	17.8940990	17.1069249	10.5380296	8.8438790	33.7629789	33.6277124	24.0430016	22.9056757	11.6457319	7.0071720	18.1732363	16.0365108	24.9223913	24.6217342	21.9128847	14.7813907	20.9391700	10.2095793	19.2382573	10.4585895	21.1987008	0.0264971	0.0238952
435	42.1024886	25.5383487	24.3248697	21.9572852	11.7062823	18.6324386	24.2107916	36.2045141	22.8588614	17.1069249	12.9721466	8.2130358	34.3962100	34.2607961	26.0571083	21.0979535	11.6457319	6.9652448	19.5279122	14.4040556	29.4153646	23.7905354	17.2726999	14.7813907	16.7869238	6.9478673	15.6167756	10.4585895	21.1987008	0.0250015	0.0263024
440	43.9803809	31.3310297	25.5807012	21.9135888	12.3679427	18.6324386	24.9411732	42.8914972	23.8552272	13.5579339	13.3682693	10.2791995	35.5962435	32.8244359	24.8966638	19.1204393	11.9346120	8.0257576	17.3945125	14.4040556	31.5707935	26.7905337	19.2958058	13.7410556	22.3735530	9.1833105	17.2013348	10.2527847	24.5195688	0.0260945	0.0205261
445	38.4919181	33.1958485	25.1499041	19.3613272	12.3679427	18.4044397	18.1880317	36.5638784	22.7423136	15.8604413	16.8078414	9.9663354	34.2232230	33.0665234	26.0861914	21.1689427	12.7231215	7.0407485	20.0868526	16.3019477	29.3126467	24.3409397	16.3387929	14.3424858	22.1997943	10.2736940	12.9549810	12.2214254	21.2696975	0.0260945	0.0143470
450	36.6610689	34.5229697	22.3632036	22.2476102	12.5623909	14.5615829	17.6833783	34.6912546	19.7808713	15.8604413	13.7708685	9.9663354	32.2158500	31.8779219	26.3151134	20.4449405	10.0943446	6.2674024	17.7085483	20.3354106	30.9527635	29.2040976	20.8673117	14.2817009	18.2025518	8.6778443	13.7806128	12.2214254	26.4299689	0.0249455	0.0266584
455	40.3198117	31.9181866	25.5528078	19.1016267	14.4697208	15.5117889	23.0089340	36.7000199	18.3638923	16.2803259	11.6976888	8.8281974	34.4613641	30.8665574	29.7056579	23.2731712	14.4892270	9.5442840	17.4022600	21.0169076	26.7690394	23.7763866	23.6814182	14.2817009	20.3078076	9.7748951	15.9565344	14.6626167	26.4427582	0.0241783	0.0224788
460	38.3372183	34.2909829	24.5365321	18.6654796	12.2600192	17.1648981	23.6077750	36.9011521	18.2416210	16.2803259	12.5210167	7.8634493	33.4253999	30.6477785	27.5646185	26.1722430	11.7058451	8.4936037	17.4160098	17.3454069	30.1598616	24.4607714	22.4317821	13.4698263	20.1925442	5.7563553	13.2364005	12.6901071	26.9617369	0.0241783	0.0145817
465	42.2839477	32.3029119	25.7279538	19.3918743	14.1022958	15.5537436	23.5780301	37.0846776	19.8768621	17.8919696	9.8934399	7.8966444	31.6252203	28.9979147	24.7055930	21.9071770	11.0794299	8.4936037	17.4160098	13.5167247	28.8754368	23.8779459	22.2099957	14.8636634	21.4646118	6.9925594	16.8326415	16.0951000	21.0743420	0.0241783	0.0218914
470	47.4846801	24.0413907	20.2296268	17.9973904	15.2417845	15.5537436	19.0085115	41.6312270	16.7616381	13.4746362	10.7415296	5.9618546	33.9767548	28.8089854	25.6247312	24.2442991	11.7333226	7.5066685	23.7188587	19.0646257	25.7787291	25.6534547	23.0166885	13.1977631	20.0655806	5.9004234	12.9523192	10.2888107	19.8372753	0.0229417	0.0200735
475	45.4662030	28.3391434	21.8011297	20.2628737	12.1011360	20.1266591	19.0085115	37.0420631	17.0633120	13.4746362	13.5492473	9.7836174	32.7289955	29.3393680	23.9352211	23.5854904	9.7283390	5.3339485	17.2662864	16.3382678	26.4924854	24.2824199	23.0166885	17.5259213	19.2093953	8.7236700	18.0540989	11.1733058	24.8492220	0.0229417	0.0220493
480	33.3115334	26.0192646	22.2809022	21.5554179	14.4144390	15.4103629	19.0085115	33.1476448	23.0629843	16.4729750	14.4178837	5.6870315	32.7642682	31.2413529	24.4768197	23.4538429	9.7283390	9.6487079	22.6911821	21.3032013	26.5959361	26.0349567	21.3089336	15.3580625	16.4343047	8.7236700	14.1402802	13.9098083	22.4555348	0.0229417	0.0212562
485	39.8173817	29.2361795	24.9505316	16.3870376	15.4794676	15.4103629	19.4964329	33.7926273	17.4013312	12.6630535	13.3692770	5.6870315	33.0485085	28.7854059	21.3497134	19.2314500	9.7283390	9.6487079	16.6251961	16.9321615	27.6143423	25.4057409	18.2125987	10.1338533	15.5617063	6.6848554	14.2045303	13.9098083	22.4555348	0.0229417	0.0342869
490	38.0782425	28.6654409	24.6998929	20.9281098	15.0148657	15.4435394	20.4005663	37.1765006	18.4648493	12.6630535	12.0329904	10.5309700	32.5090973	32.5066486	22.5897589	21.2146699	10.1624541	7.6736461	18.9566841	16.7472335	30.6563186	23.9473109	16.8896080	15.8530624	20.2986455	8.9408095	17.0445021	14.0332661	26.8646777	0.0218290	0.0502173
495	42.7781810	27.6391826	23.5756058	17.6950483	15.0148657	13.9634339	18.7978991	38.7608966	14.8461267	14.0878483	12.9995865	6.9784784	34.4108197	32.3588855	23.7737820	23.3714157	10.1373646	9.5853147	18.9496366	17.5724967	29.1117081	28.1482435	26.8338488	15.8530624	18.2181191	8.9408095	14.1237297	14.0332661	22.4389725	0.0203698	0.0508020
500	38.5525012	34.2027435	23.1799545	21.9865018	15.2448927	12.4388948	19.5536634	35.6843303	19.6054427	13.9311954	13.4275936	6.9784784	33.5564467	31.0124663	24.1828472	20.5563855	10.1373646	5.3990386	18.3816153	17.5724967	29.9639954	29.1864117	22.0435479	18.1848770	18.9502385	9.8566343	13.0134345	12.6624205	25.5290937	0.0188555	0.0263695
505	42.0979101	31.4199100	21.1554775	17.4309476	15.2448927	16.6665912	19.0756233	36.0709636	19.4707201	13.4087232	13.9986129	6.9784784	34.5199060	32.0662546	23.8483479	23.6058422	10.1373646	9.0741069	22.4153944	17.7298158	29.1382127	24.6012169	21.4027316	18.5409665	21.5997495	7.1144916	13.2263324	8.8248256	25.5290937	0.0188555	0.0333405
510	39.1856382	25.6020196	23.3622088	18.8222638	11.1862600	16.6665912	19.2066876	34.9379614	23.2390413	12.2708012	10.8466304	6.2697289	33.7457810	30.4304387	26.1113025	24.3617646	11.2256751	9.0573347	19.9486987	15.2525756	29.2065936	28.7948731	22.8308386	16.0145193	22.2391436	7.1144916	17.9670487	7.0252218	25.3404916	0.0187487	0.0333405
515	40.7246982	24.9886332	23.1045706	16.6405364	13.6828648	12.5488164	15.8940834	37.4610620	18.2731629	12.2330582	15.0636352	6.2697289	35.7196032	32.7263903	21.9927209	21.7071766	11.1555433	9.3691476	14.6659545	15.2525756	30.0657299	28.9252525	23.4854168	17.8849251	15.8236415	9.8486738	15.6604589	10.6754631	22.5875757	0.0187487	0.0283776
520	52.0591875	32.7866211	24.9679331	18.5576906	15.1515441	17.9962752	21.2186892	35.6440932	21.2166784	17.1516612	9.5346253	6.2697289	34.1193492	31.9835507	27.4403942	24.7400295	11.1555433	6.2822971	20.9597392	14.9622710	30.9353817	29.4999933	22.8808917	17.2960015	18.8805702	8.2549786	15.2231553	12.0867978	27.8472849	0.0187487	0.0209624
525	38.7781049	24.5895920	20.9395084	17.3803563	12.4021515	15.6045918	18.0231671	33.6425319	21.7940725	16.3239180	10.7420865	6.2697289	32.1323514	31.1950151	26.8230074	22.5871278	11.1555433	10.6538691	20.3029127	22.8883786	27.9116531	23.4782522	22.8808917	19.4837135	18.0546641	8.2549786	11.4925994	10.6081469	24.6974349	0.0187487	0.0236169
530	44.8047732	32.9283084	22.4868847	19.5387127	10.5617686	15.1529373	17.8604086	37.6799637	22.5285636	10.0304108	12.7273061	7.9363338	37.0083382	30.3872189	24.9781885	19.7852698	11.4029080	11.2773326	17.4020853	17.1073913	30.0377636	25.8130443	21.9486434	11.2063182	17.7741518	8.2549786	14.4678281	10.3860426	20.6514295	0.0187487	0.0185816
535	36.9350922	26.1829381	25.3000926	18.2419596	16.3279730	17.3989561	23.9242016	35.9897779	20.0284801	13.6369832	13.8371615	8.4365923	32.6215550	32.5519348	23.5327341	18.1053790	11.4029080	6.8209113	15.8787873	17.1073913	28.6094094	25.1471679	21.9486434	11.2063182	20.7926054	9.5784330	17.0403826	13.9651787	25.1828381	0.0191691	0.0276470
540	36.3365810	26.2774798	23.5474286	23.3816159	16.3279730	16.0172731	17.2921323	35.2231006	17.6918636	15.6114829	13.7571756	5.3727342	31.8653107	31.5568721	29.2339047	20.2337068	9.4737334	6.8209113	19.8385562	17.1073913	29.1599669	29.1457712	28.5194318	16.1867830	17.4733735	8.1046243	17.0618601	12.1493674	27.4359557	0.0191691	0.0192584
545	41.4094310	33.2865876	24.2147205	22.1212306	17.1440015	15.3861897	21.5954850	39.6789078	18.2283781	15.6114829	13.2194281	7.0108555	33.6696098	33.0425877	23.2008200	23.0714136	10.1068701	9.8388292	14.3220049	19.5640924	27.1838244	27.0002979	23.6986733	13.0499962	20.6063143	11.9769563	13.5758329	12.2334883	22.0434664	0.0194049	0.0181274
550	41.4094310	26.9121432	21.0591241	18.5913577	13.3161800	15.3861897	21.0393429	36.4407693	21.3176887	16.8256049	9.6563525	7.0108555	31.3471422	31.0911967	25.3241674	20.8290410	11.7440983	7.6950781	20.5189104	12.5538823	28.8978445	25.5766131	25.3314475	13.0499962	19.1329145	7.9810574	17.3369618	10.9619305	25.9814470	0.0194049	0.0287385
555	35.9920215	34.6634717	23.1593070	20.6727909	18.7346528	16.1738349	21.0393429	34.2683705	27.8972498	10.8243586	12.7951742	7.4037223	33.0195382	30.3848229	27.0052164	23.6126007	15.5989063	10.6564238	23.3776257	12.0263236	28.9571235	26.0956682	25.3314475	13.0499962	17.8904738	7.9810574	15.9726367	12.9040403	25.9814470	0.0194049	0.0287385
560	41.3062175	36.1600807	23.7961102	21.9296046	13.5919826	17.7139632	18.6737805	32.3750575	19.4137300	13.6174147	11.6222875	7.3610192	31.4592050	30.4835332	27.1880499	23.6843991	13.6768397	10.6564238	14.7343569	15.7070697	29.8913486	28.0123589	27.6868952	13.0499962	22.9897760	10.9112836	13.4815142	12.2168743	25.9814470	0.0194049	0.0287385
565	41.3062175	30.9798800	20.6250424	17.9920133	11.4935666	14.4386177	18.6737805	37.5148884	19.4137300	13.9303643	15.5307073	7.6661178	31.9618097	28.5262289	25.2899203	21.8871414	7.8772537	7.8704991	20.4444876	19.1883838	27.4497677	21.6382428	21.0045761	14.6841029	16.6645381	7.9643520	15.5332959	14.3482495	21.9491967	0.0212113	0.0556499
570	40.0335729	28.2867497	24.6605424	22.1093146	15.4309544	19.4858064	17.8598926	35.4958057	25.1542751	13.2693829	9.3546089	6.9333169	32.4626457	30.6057369	29.8173774	17.8687996	11.0191488	9.0063796	14.7295733	19.1883838	30.1438144	29.5005708	23.3686093	15.9904085	19.5591618	7.9643520	15.9083223	11.7287225	25.2775889	0.0253662	0.0556499
575	43.7491318	26.1887945	23.2525938	21.9084235	15.5179453	15.5499349	20.1515274	40.2970022	23.9285002	18.6223289	16.1839630	9.6896139	35.8601941	32.7603319	24.3443001	20.8300052	13.8649537	6.8835112	16.7720615	15.6057732	30.4194030	30.1874125	23.4998720	15.9904085	20.0948550	7.2314900	17.8295765	15.3970231	25.2775889	0.0241083	0.0932390
580	43.7491318	26.1887945	22.2396723	21.2664181	13.1948402	19.7613579	16.6607064	39.5715589	24.4638985	10.3375380	10.1208732	5.6235833	38.3330928	30.4752942	24.2695505	23.0288445	10.0050792	7.4217702	19.5599574	15.9203295	30.0681472	28.5339918	24.6610633	16.6529776	18.7324889	5.8910103	17.7192040	11.8185836	23.2123679	0.0255415	0.0809366
585	43.7491318	27.0824589	19.9587779	19.7394593	13.1763904	18.4043319	18.7676956	36.0783658	16.8483749	13.1335368	14.3938037	8.6622396	32.0991100	30.5838513	28.2783462	22.0042052	11.2283787	10.2582650	17.0108287	17.1863502	30.3285768	29.0613659	26.0134266	16.6529776	21.7868290	8.1528417	14.9354298	13.6235087	20.1613552	0.0235613	0.0809366
590	43.7491318	27.0824589	20.7715631	20.1079026	14.7591185	17.1968639	17.8484762	36.4755415	19.4556530	13.1335368	12.2832515	6.8197657	32.6641934	31.4141844	24.1875344	21.1294565	11.2283787	7.5599921	17.0108287	17.1863502	31.0799005	30.9253189	24.9931761	16.6529776	20.4270240	8.3546273	14.0057436	11.3733815	27.7409531	0.0239681	0.0411598
595	37.3933709	27.1750427	23.5398899	21.3719406	14.9652131	15.9820414	17.8484762	35.1286274	26.2458265	13.3829128	9.0954014	7.2592325	34.8866413	33.6094553	25.4417817	17.8553298	10.3282446	9.8748505	17.0108287	15.4274902	31.1513799	26.9877263	23.6492371	14.1581411	17.0608420	7.6502655	13.6773531	12.1308830	25.2937350	0.0231531	0.0323126
600	47.7446318	29.6079227	24.9883772	17.4531070	14.9652131	15.9820414	23.6512273	40.0362037	26.2458265	13.3829128	8.8764948	7.2592325	35.6849805	31.0283676	27.1165797	23.5873899	10.3282446	9.8748505	17.0108287	17.9198805	30.0445392	29.5506616	25.4488851	14.1581411	14.9279537	10.5432383	13.7812100	12.1308830	22.3511719	0.0231531	0.0442032
605	39.0211061	28.9256165	23.8044293	21.0325818	14.9652131	14.6772013	22.3690555	37.0565507	21.0001035	10.8066578	12.9719500	8.3976654	35.6252591	30.6495618	26.1603333	20.8552028	10.3282446	9.8748505	18.1643394	15.0331735	30.2568222	23.7296765	22.8833632	12.8068792	21.4973345	9.6248560	17.7030771	12.2726526	24.4539178	0.0227738	0.0442032
610	41.6461403	31.3712998	23.1371728	19.0497933	13.9058621	16.6656373	14.4085384	33.0100248	19.5221985	12.9963074	9.0077240	8.3976654	32.2374955	31.8616632	23.8333975	23.6710636	9.3894051	7.7499337	21.0084826	15.5762730	31.0468833	30.4014828	28.5668657	12.8068792	15.6825812	7.1942737	12.4141153	12.3529522	27.4001667	0.0231487	0.0623958
615	41.5728448	27.7559118	25.8956345	19.6371233	13.9058621	13.8382093	21.6306937	33.3788222	24.1477826	15.1178623	12.4229627	8.6408197	32.5898830	30.3492695	26.8131133	23.0099051	10.8419523	9.0504881	21.6447654	21.8036604	30.0679625	28.6987310	21.1678605	18.1699264	20.2238446	5.9734942	12.4481612	11.7723613	22.1188414	0.0233022	0.0623958
620	42.5254630	26.6677746	25.6439240	17.4366012	14.3944304	14.7808424	18.1479078	39.5499955	22.0604332	15.0495874	13.3649032	7.9246219	33.2388470	33.1018218	23.4678106	18.6287687	11.3621658	9.0844238	15.6693934	13.7330544	29.7397049	29.1193083	21.4250170	12.8987576	17.0296645	8.2947746	16.0896291	13.7952102	21.2388831	0.0233022	0.0929847
625	42.9327737	26.8419229	21.2138717	20.7058572	14.7795756	15.5899636	17.9273741	36.2712787	19.3646303	15.0495874	11.6499701	6.9890285	32.8874792	32.1323048	25.9606862	20.7587390	11.3621658	10.6040049	19.9272990	20.8753228	30.3692458	30.2707374	26.6846615	15.0644767	18.2733532	8.2947746	14.3975001	13.7952102	27.3588568	0.0222896	0.0929847
630	37.0743036	26.9720044	21.2579329	19.9560630	12.7941860	18.3918796	16.6167738	34.8169951	19.9039063	19.1742361	10.9060890	6.9890285	29.4886311	27.1140276	25.6945050	23.2113103	11.3621658	9.9299422	19.9272990	16.2070249	26.4474439	26.0732900	22.1777245	15.3514963	18.2733532	9.7126362	14.5862618	13.7952102	23.5684058	0.0243105	0.1656195
635	41.2809250	27.7075537	22.5315822	20.8160342	12.7941860	15.2261616	19.3913463	38.6474530	23.5664121	14.8907561	10.9060890	9.5726115	35.0183357	32.0669925	31.0929138	23.3924001	11.4857236	10.5590167	18.8450451	13.1581047	26.6569701	24.6177567	20.4791883	15.3514963	21.3313952	7.7778606	12.8910820	11.7925627	18.8410496	0.0228262	0.1099668
640	38.2882279	29.4327368	23.9499304	18.8012126	14.1804375	17.4099090	18.3024347	35.4585667	17.9890640	14.8907561	10.9406559	7.7263583	34.9002948	31.8680117	23.5763555	22.6858206	12.3400816	6.9163550	20.2864371	22.4418295	26.4496971	26.0015301	23.7740366	15.3514963	17.3055598	7.7778606	15.7511250	12.0175796	25.5991659	0.0228262	0.0624456
645	46.4357355	30.9020491	24.3113122	17.8308578	15.9564336	17.4099090	24.2416974	37.7335915	19.4324188	14.8907561	13.2835441	7.7263583	35.6978736	33.7174989	20.8726476	19.7756185	9.5590312	8.3039379	17.9574042	12.8223511	30.6494189	27.7888636	23.7740366	14.9807176	23.4954731	7.7778606	15.7511250	13.5578248	23.6307156	0.0228262	0.0626545
650	40.1461419	20.3277159	20.2497586	19.9380119	11.8981051	13.8657047	17.2210242	35.2953093	16.9244525	14.8907561	15.1599090	6.3344608	32.8371036	31.3819946	24.1660306	20.5613246	9.5590312	8.1997728	18.0657634	16.7855379	27.2648705	27.1350977	25.1685867	9.5446730	20.3768902	7.0079243	17.1211749	13.5578248	19.3692938	0.0236208	0.0626545
655	39.7218745	26.4653297	22.8498677	17.6183331	15.9861608	13.6061464	20.0830951	33.6029881	20.5824828	12.4820377	14.2149595	8.4202561	32.1721162	31.9710268	30.8618892	21.9947764	10.8690151	8.6065418	18.2133634	20.2920504	31.3390911	26.6200819	24.4078821	16.3133189	20.1534657	6.1452696	14.0363596	13.5557398	25.1983171	0.0241360	0.0741395
